x,y,z,theta,omega,Distance
2.323,22.105,126.055,0.175,1.466,138.99979971568305
-3.069,21.839,125.071,0.175,1.431,138.9996684492449
4.568,32.5,186.129,0.175,1.431,136.00019495941908
-3.92,22.231,128.025,0.175,1.396,131.0002519730401
-5.578,31.637,182.189,0.175,1.396,132.00039101836023
4.241,21.819,126.055,0.175,1.379,130.00001503461453
-6.13,31.535,182.189,0.175,1.379,132.9995349277583
-5.039,21.826,127.04,0.175,1.344,129.9999824423065
7.031,30.456,177.265,0.175,1.344,131.00012291597287
-6.022,22.476,131.964,0.175,1.309,128.99987989529293
7.775,29.018,170.372,0.175,1.309,127.00042797565685
-6.499,21.256,126.055,0.175,1.274,128.99973305786335
-8.326,27.234,161.508,0.175,1.274,124.99998269199881
7.463,21.673,129.995,0.175,1.239,227.99987757233555
8.989,26.106,156.584,0.175,1.239,215.99948276095478
-7.899,21.702,130.979,0.175,1.222,211.99976355411343
9.384,25.782,155.6,0.175,1.222,196.99980880701384
-8.652,21.414,130.979,0.175,1.187,195.0004895916931
-10.018,24.795,151.66,0.175,1.187,184.99952677236772
9.464,21.257,131.964,0.175,1.152,186.99997872459772
-10.594,23.795,147.721,0.175,1.152,187.00001891176376
-10.353,21.226,133.934,0.175,1.117,179.99967533859606
11.19,22.943,144.767,0.175,1.117,169.99961672015618
-11.658,21.925,140.828,0.175,1.082,164.99972478158864
11.576,21.772,139.843,0.175,1.082,159.99973339352786
11.87,21.415,138.858,0.175,1.065,154.99977975790807
-11.954,21.566,139.843,0.175,1.065,151.00012949994445
12.968,21.583,142.797,0.175,1.03,147.00015637406648
12.253,20.392,134.919,0.175,1.03,133.99973170495528
-13.713,21.117,142.797,0.175,0.995,142.00019408789552
12.673,19.515,131.964,0.175,0.995,146.00003852396753
15.239,21.763,150.676,0.175,0.96,148.0004609080661
-13.147,18.776,129.995,0.175,0.96,153.99961909043802
16.198,21.496,152.645,0.175,0.925,155.99998290064008
-13.272,17.613,125.071,0.175,0.925,158.00039260710713
-16.998,21.757,156.584,0.175,0.908,159.99981968114838
13.47,17.241,124.086,0.175,0.908,163.0003292389313
17.636,21.018,155.6,0.175,0.873,167.00011674846218
-14.176,16.894,125.071,0.175,0.873,179.99962458294183
19.056,21.164,161.508,0.175,0.838,184.99959736983212
-14.292,15.873,121.131,0.175,0.838,184.00038713274492
-20.024,20.735,163.478,0.175,0.803,195.99966465532535
14.716,15.239,120.147,0.175,0.803,198.00008992169674
-22.484,21.713,177.265,0.175,0.768,215.99959570564016
-15.239,14.716,120.147,0.175,0.768,225.000210464346
22.987,21.435,178.25,0.175,0.75,231.99968243728264
-15.367,14.33,119.162,0.175,0.75,241.0002886097857
24.245,21.076,182.189,0.175,0.716,244.00000088934425
15.858,13.785,119.162,0.175,0.716,251.0003407228763
-26.315,21.31,192.038,0.175,0.681,117.00041749498162
16.059,13.004,117.192,0.175,0.681,113.99989181135217
27.875,21.005,197.946,0.175,0.646,116.00026995658243
-16.087,12.122,114.238,0.175,0.646,480.0002862967897
30.298,21.215,209.764,0.175,0.611,480.0002487218106
16.643,11.653,115.223,0.175,0.611,493.99997043522177
-31.527,21.266,215.673,0.175,0.593,487.99991688318966
16.555,11.167,113.253,0.175,0.593,489.0000168118607
-33.723,21.072,225.521,0.175,0.559,486.9996777185792
-17.23,10.766,115.223,0.175,0.559,486.0004337549505
36.242,20.925,237.339,0.175,0.524,489.0000410255607
17.595,10.158,115.223,0.175,0.524,484.0001307551476
37.411,19.892,240.293,0.175,0.489,481.0004554644413
18.245,9.701,117.192,0.175,0.489,135.999929999982
-40.579,19.792,256.05,0.175,0.454,133.00035349201144
-18.105,8.83,114.238,0.175,0.454,128.99999470155026
42.177,19.668,263.928,0.175,0.436,122.99988764629015
-18.413,8.586,115.223,0.175,0.436,123.99973058438475
-46.515,19.744,286.579,0.175,0.401,122.99980450797473
19.021,8.074,117.192,0.175,0.401,122.00003270901202
-48.472,18.607,294.458,0.175,0.367,120.0002294539473
19.454,7.468,118.177,0.175,0.367,116.99972257659417
79.631,27.419,477.632,0.175,0.332,119.00043482693667
-19.046,6.558,114.238,0.175,0.332,116.99971693555501
79.377,24.268,470.738,0.175,0.297,114.99996640869075
19.263,5.889,114.238,0.175,0.297,116.99977723483066
-81.625,23.405,481.571,0.175,0.279,295.00037919636645
19.53,5.6,115.223,0.175,0.279,278.99990720249355
82.392,20.543,481.571,0.175,0.244,264.9997853697244
-20.556,5.125,120.147,0.175,0.244,245.99968727825652
81.53,17.33,472.708,0.175,0.209,115.99982687056047
-20.892,4.441,121.131,0.175,0.209,116.99978524339264
-82.085,14.474,472.708,0.175,0.175,119.00040239427764
21.376,3.769,123.101,0.175,0.175,201.00024525855684
-21.323,2.997,122.116,0.175,0.14,122.99973606882251
83.419,10.243,476.647,0.175,0.122,177.99978721335597
-21.717,2.666,124.086,0.175,0.122,178.99964188232332
-83.38,7.295,474.677,0.175,0.087,127.00027944063746
21.969,1.922,125.071,0.175,0.087,130.99958898408804
-83.237,4.362,472.708,0.175,0.052,131.9994011993994
22.717,1.191,129.01,0.175,0.052,137.9995686261374
82.644,1.443,468.768,0.175,0.017,137.99965258651923
-23.265,0.406,131.964,0.175,0.017,150.9995849696283
-27.444,0.0,129.115,0.209,0.0,150.9996031915316
-99.367,1.734,467.555,0.209,0.017,149.00009423151383
27.856,0.486,131.072,0.209,0.017,156.99987949995375
-98.0,5.136,461.686,0.209,0.052,157.99965705658983
26.161,1.371,123.247,0.209,0.052,167.0003607750594
99.211,8.68,468.533,0.209,0.087,174.0003171204007
-25.476,2.229,120.312,0.209,0.087,174.0003762179841
98.847,12.137,468.533,0.209,0.122,182.99991694533634
25.589,3.142,121.29,0.209,0.122,187.00046360905097
-99.185,15.709,472.445,0.209,0.157,188.00034018320287
24.848,3.935,118.356,0.209,0.157,201.0002358804586
98.896,17.438,472.445,0.209,0.175,198.99961510013028
-24.98,4.405,119.334,0.209,0.175,217.00001863824806
98.43,20.922,473.423,0.209,0.209,225.9997341281622
-24.404,5.187,117.378,0.209,0.209,232.9995273171171
-97.438,24.294,472.445,0.209,0.244,250.00004376199618
24.208,6.036,117.378,0.209,0.244,269.00023804450433
-97.331,27.909,476.358,0.209,0.279,271.9997796947637
-23.183,6.648,113.465,0.209,0.279,295.00047036572664
93.134,30.261,460.708,0.209,0.314,127.00025753123495
-22.74,7.389,112.487,0.209,0.314,128.99988867049458
-87.873,30.257,437.232,0.209,0.332,128.9999185232301
23.0,7.92,114.443,0.209,0.332,129.00004558913923
-84.046,32.262,423.538,0.209,0.367,128.0000575663933
-22.516,8.643,113.465,0.209,0.367,130.9995823619297
92.821,39.4,474.402,0.209,0.401,128.00008392575373
-22.392,9.505,114.443,0.209,0.401,133.0004366947718
55.776,26.009,289.532,0.209,0.436,134.00025947736071
-22.047,10.28,114.443,0.209,0.436,134.00015001857273
21.864,10.664,114.443,0.209,0.454,134.00021925355196
49.198,26.159,262.144,0.209,0.489,136.99968043028423
-21.295,11.323,113.465,0.209,0.489,140.00039681015193
43.574,25.157,236.712,0.209,0.524,136.9998278247093
21.067,12.163,114.443,0.209,0.524,143.99971504832916
-42.317,26.442,234.755,0.209,0.559,147.00035873765754
20.629,12.891,114.443,0.209,0.559,148.00015392221724
-39.817,26.857,225.952,0.209,0.593,180.00033754690574
-19.995,13.486,113.465,0.209,0.593,182.00005260164076
38.15,26.713,219.105,0.209,0.611,181.00026394179648
-19.926,13.953,114.443,0.209,0.611,115.00002597391011
-36.032,27.152,212.258,0.209,0.646,96.99982805139399
19.261,14.514,113.465,0.209,0.646,92.00029646691362
-32.639,26.43,197.586,0.209,0.681,88.00011015334015
-19.551,15.832,118.356,0.209,0.681,86.00022964504223
-19.3,16.777,120.312,0.209,0.716,87.00015409756469
29.043,27.083,186.826,0.209,0.75,86.00039474909403
19.007,17.724,122.268,0.209,0.75,0.0
-27.668,26.719,180.957,0.209,0.768,195.0002148357791
18.545,17.909,121.29,0.209,0.768,195.99997067856924
26.719,27.668,180.957,0.209,0.803,187.00042075086355
-18.342,18.994,124.225,0.209,0.803,181.00021647224622
23.929,26.575,168.241,0.209,0.838,177.9998128931601
18.225,20.241,128.137,0.209,0.838,176.00005160226516
-22.719,27.076,166.285,0.209,0.873,0.0
17.641,21.024,129.115,0.209,0.873,156.9997639297588
-20.737,26.542,158.46,0.209,0.908,158.00017659800255
-17.792,22.773,135.963,0.209,0.908,192.00024662744576
20.145,26.733,157.482,0.209,0.925,193.99962311561328
-16.767,22.25,131.072,0.209,0.925,155.0001884192403
-18.842,26.909,154.547,0.209,0.96,189.0000107010579
16.815,24.014,137.919,0.209,0.96,193.99968027035507
-17.325,26.679,149.657,0.209,0.995,163.9995089901186
16.419,25.284,141.831,0.209,0.995,175.00023022841998
-16.169,26.91,147.7,0.209,1.03,178.9999525670328
-15.848,26.376,144.766,0.209,1.03,183.99956893699505
14.616,26.367,141.831,0.209,1.065,182.0000978928308
15.22,27.458,147.7,0.209,1.065,185.00030647271913
-14.446,27.169,144.766,0.209,1.082,189.00020321153096
14.739,27.72,147.7,0.209,1.082,195.99992799488473
13.033,26.722,139.875,0.209,1.117,198.00038160316763
-14.127,28.965,151.613,0.209,1.117,193.99975631427995
12.008,26.971,138.897,0.209,1.152,192.9998127512045
13.446,30.2,155.525,0.209,1.152,91.99983879333702
-10.67,26.41,134.006,0.209,1.187,162.999875364983
13.007,32.193,163.351,0.209,1.187,182.99986428410267
-9.529,26.18,131.072,0.209,1.222,179.99964728298775
-12.515,34.386,172.154,0.209,1.222,182.00020530757652
9.003,26.146,130.094,0.209,1.239,178.00045933929496
-11.981,34.795,173.132,0.209,1.239,179.0000370558621
-8.024,26.245,129.115,0.209,1.274,182.00009296975645
11.063,36.187,178.023,0.209,1.274,179.0000908239993
-7.049,26.308,128.137,0.209,1.309,179.99978673876254
9.794,36.551,178.023,0.209,1.309,182.99981473214666
6.127,26.538,128.137,0.209,1.344,138.99990610788197
-8.793,38.086,183.892,0.209,1.344,138.0001004746011
5.078,26.124,125.203,0.209,1.379,138.99989236686483
-7.974,41.022,196.608,0.209,1.379,132.99981159009212
-4.358,27.517,131.072,0.209,1.414,132.0000207803014
6.895,43.535,207.367,0.209,1.414,129.9996494033734
3.704,26.354,125.203,0.209,1.431,128.99985515108148
-6.019,42.825,203.455,0.209,1.431,131.00016515256763
2.782,26.467,125.203,0.209,1.466,127.0005091997666
-4.912,46.731,221.061,0.209,1.466,129.9995474953663
-1.871,26.755,126.181,0.209,1.501,128.99979491844164
3.292,47.081,222.04,0.209,1.501,127.00040371983074
-0.914,26.181,123.247,0.209,1.536,128.00010511323808
-1.792,51.323,241.602,0.209,1.536,125.00008743596943
0.0,26.821,126.181,0.209,1.571,127.00033165704725
-0.0,55.305,260.187,0.209,1.571,128.00007158201123
0.464,26.609,125.203,0.209,1.588,125.99984698800233
-0.972,55.712,262.144,0.209,1.588,127.00036863726025
1.36,25.953,122.268,0.209,1.623,127.00049631399084
-3.199,61.042,287.575,0.209,1.623,125.99985400388368
-2.319,26.511,125.203,0.209,1.658,129.9995474953663
5.726,65.45,309.095,0.209,1.658,132.99955179623728
-3.193,26.002,123.247,0.209,1.693,131.0003622972089
-5.118,41.685,197.586,0.209,1.693,128.00020058578033
4.066,25.669,122.268,0.209,1.728,131.99992141664328
-6.31,39.838,189.761,0.209,1.728,131.00022988529446
-4.549,25.799,123.247,0.209,1.745,135.99975183065592
6.932,39.313,187.804,0.209,1.745,149.99968695967337
-5.62,26.438,127.159,0.209,1.78,148.0002313038733
8.343,39.25,188.782,0.209,1.78,141.9999309189973
6.488,26.024,126.181,0.209,1.815,142.0000779295561
-9.456,37.926,183.892,0.209,1.815,142.00010797531107
7.393,25.782,126.181,0.209,1.85,137.00039029871414
10.889,37.973,185.848,0.209,1.85,132.99971880421404
-8.481,26.101,129.115,0.209,1.885,163.0
12.079,37.174,183.892,0.209,1.885,138.0
9.003,26.146,130.094,0.209,1.902,444.0
-12.523,36.368,180.957,0.209,1.902,126.0
9.761,25.427,128.137,0.209,1.937,123.0
13.784,35.909,180.957,0.209,1.937,121.0
-11.13,26.22,134.006,0.209,1.972,119.0
14.948,35.215,179.979,0.209,1.972,442.0
-11.686,25.061,130.094,0.209,2.007,433.0
-15.992,34.295,178.023,0.209,2.007,120.0
12.931,25.379,134.006,0.209,2.042,119.0
-17.179,33.716,178.023,0.209,2.042,182.0
-13.568,25.517,135.963,0.209,2.059,128.0
17.765,33.411,178.023,0.209,2.059,133.0
-14.658,25.388,137.919,0.209,2.094,147.0
18.712,32.41,176.067,0.209,2.094,150.0
-19.832,31.737,176.067,0.209,2.129,151.0
17.091,25.338,143.788,0.209,2.164,132.0
19.183,28.44,161.394,0.209,2.164,229.0
-18.087,24.894,144.766,0.209,2.199,235.0
12.587,17.325,100.749,0.209,2.199,246.0
18.769,24.907,146.722,0.209,2.217,127.0
-12.763,16.937,99.771,0.209,2.217,127.0
19.365,23.914,144.766,0.209,2.251,127.0
12.692,15.673,94.88,0.209,2.251,411.0
-21.552,24.792,154.547,0.209,2.286,409.0
12.822,14.75,91.946,0.209,2.286,404.0
-22.687,24.329,156.504,0.209,2.321,404.0
-13.187,14.141,90.968,0.209,2.321,131.0
24.111,24.111,160.416,0.209,2.356,133.0
-13.672,13.672,90.968,0.209,2.356,429.0
25.724,24.842,168.241,0.209,2.374,419.0
13.61,13.143,89.011,0.209,2.374,146.0
-25.803,23.233,163.351,0.209,2.409,148.0
14.524,13.077,91.946,0.209,2.409,147.0
28.828,24.189,177.045,0.209,2.443,159.0
-14.494,12.162,89.011,0.209,2.443,422.0
31.293,24.449,186.826,0.209,2.478,429.0
14.909,11.648,89.011,0.209,2.478,138.0
-32.632,23.708,189.761,0.209,2.513,206.0
15.307,11.121,89.011,0.209,2.513,133.0
33.722,23.612,193.673,0.209,2.531,134.0
-0.0,0.0,0.0,0.209,2.531,126.0
34.7,22.534,194.651,0.209,2.566,125.0
-0.0,0.0,0.0,0.209,2.566,123.0
34.574,20.774,189.761,0.209,2.601,123.0
0.0,0.0,0.0,0.209,2.601,121.0
-33.277,18.446,179.001,0.209,2.635,120.0
0.0,0.0,0.0,0.209,2.635,115.0
-33.901,17.273,179.001,0.209,2.67,119.0
0.0,0.0,0.0,0.209,2.67,116.0
32.889,16.041,172.154,0.209,2.688,117.0
-0.0,0.0,0.0,0.209,2.688,260.0
34.189,15.222,176.067,0.209,2.723,249.0
-0.0,0.0,0.0,0.209,2.723,239.0
32.964,13.318,167.263,0.209,2.758,236.0
0.0,0.0,0.0,0.209,2.758,224.0
31.53,8.448,153.569,0.209,2.88,215.0
0.0,0.0,0.0,0.209,3.002,205.0
-46.421,1.621,186.297,0.244,3.107,205.0
46.916,4.931,189.208,0.244,3.037,193.0
-46.458,8.192,189.208,0.244,2.967,185.0
45.023,10.394,185.326,0.244,2.915,123.0
-44.399,11.897,184.356,0.244,2.88,166.0
-44.188,13.51,185.326,0.244,2.845,126.0
43.918,15.122,186.297,0.244,2.81,131.0
-36.113,14.591,156.218,0.244,2.758,129.0
-42.394,17.128,183.386,0.244,2.758,134.0
36.908,16.433,162.039,0.244,2.723,138.0
42.654,18.991,187.267,0.244,2.723,142.0
-38.269,18.665,170.772,0.244,2.688,143.0
42.183,20.574,188.237,0.244,2.688,149.0
-38.235,20.33,173.683,0.244,2.653,151.0
-41.012,21.806,186.297,0.244,2.653,158.0
37.875,20.994,173.683,0.244,2.635,161.0
-40.837,22.636,187.267,0.244,2.635,165.0
-37.534,22.552,175.624,0.244,2.601,129.0
39.4,23.674,184.356,0.244,2.601,130.0
-38.347,24.903,183.386,0.244,2.566,209.0
-39.158,25.43,187.267,0.244,2.566,230.0
38.445,26.92,188.237,0.244,2.531,144.0
-29.329,20.537,143.604,0.244,2.531,153.0
37.482,28.245,188.237,0.244,2.496,156.0
17.582,13.249,88.297,0.244,2.496,158.0
-37.174,29.044,189.208,0.244,2.478,157.0
16.967,13.256,86.356,0.244,2.478,156.0
36.138,30.323,189.208,0.244,2.443,165.0
-18.162,15.239,95.089,0.244,2.443,422.0
34.159,30.757,184.356,0.244,2.409,415.0
-19.776,17.807,106.733,0.244,2.409,412.0
29.236,28.233,163.01,0.244,2.374,413.0
22.449,21.679,125.168,0.244,2.374,419.0
-29.409,30.454,169.802,0.244,2.339,409.0
-30.586,31.672,176.594,0.244,2.339,217.0
26.893,28.84,158.158,0.244,2.321,215.0
-29.698,31.847,174.653,0.244,2.321,211.0
-26.347,30.308,161.069,0.244,2.286,214.0
28.251,32.499,172.713,0.244,2.286,206.0
-24.207,29.893,154.277,0.244,2.251,194.0
27.404,33.842,174.653,0.244,2.251,195.0
22.712,30.14,151.366,0.244,2.217,193.0
-26.207,34.777,174.653,0.244,2.217,181.0
20.675,29.527,144.574,0.244,2.182,176.0
24.977,35.671,174.653,0.244,2.182,173.0
-20.292,30.084,145.544,0.244,2.164,107.99978572663929
24.351,36.101,174.653,0.244,2.164,112.0002140890811
19.23,30.774,145.544,0.244,2.129,119.00049467544241
-23.076,36.929,174.653,0.244,2.129,115.0000407869493
17.66,30.589,141.663,0.244,2.094,120.99972042942909
-22.015,38.131,176.594,0.244,2.094,110.00002426817915
-16.241,30.545,138.752,0.244,2.059,125.99977118630018
20.784,39.09,177.564,0.244,2.059,112.000239937243
-14.529,29.789,132.931,0.244,2.025,117.00027105096808
-19.301,39.574,176.594,0.244,2.025,112.99982571225496
14.109,30.257,133.901,0.244,2.007,125.99976792438946
-18.608,39.905,176.594,0.244,2.007,127.99998465624908
-13.234,31.177,135.841,0.244,1.972,119.00050638967886
17.393,40.975,178.534,0.244,1.972,125.00013230792999
-11.617,30.264,130.02,0.244,1.937,138.00007107969182
16.212,42.235,181.445,0.244,1.937,137.00047517435843
10.475,30.423,129.049,0.244,1.902,140.9999035744351
-14.807,43.003,182.416,0.244,1.902,145.99994767464815
9.478,31.001,130.02,0.244,1.868,148.9997611608824
-13.51,44.188,185.326,0.244,1.868,148.99978580521517
-8.735,30.464,127.109,0.244,1.85,160.00047065243277
12.87,44.882,187.267,0.244,1.85,166.99973591895287
-7.667,30.75,127.109,0.244,1.815,163.00031169908848
-11.12,44.6,184.356,0.244,1.815,174.99962153959075
6.539,30.763,126.138,0.244,1.78,164.99950413561854
-15.995,75.25,308.554,0.244,1.78,158.9998757798257
-5.293,30.019,122.257,0.244,1.745,148.99975572463197
12.771,72.427,294.97,0.244,1.745,153.99980729858075
-4.209,29.946,121.287,0.244,1.71,145.99995332191034
-9.596,68.277,276.534,0.244,1.71,141.999498791369
3.715,30.255,122.257,0.244,1.693,138.99967419026564
-8.049,65.552,264.891,0.244,1.693,132.00040506377243
2.657,30.366,122.257,0.244,1.658,133.00001600375845
5.271,60.25,242.574,0.244,1.658,128.99958698771093
-1.608,30.682,123.228,0.244,1.623,137.00047517435843
3.026,57.74,231.901,0.244,1.623,122.0003170528667
0.54,30.961,124.198,0.244,1.588,128.99958158846871
-0.942,53.94,216.376,0.244,1.588,119.00049849475421
-0.545,31.203,125.168,0.244,1.553,125.00015229590723
-0.904,51.763,207.643,0.244,1.553,122.99994109754687
1.081,30.947,124.198,0.244,1.536,125.99975297594834
-1.781,51.014,204.732,0.244,1.536,119.00048854101398
-2.126,30.408,122.257,0.244,1.501,110.00001434090815
3.341,47.784,192.119,0.244,1.501,115.0000605738971
-3.237,30.796,124.198,0.244,1.466,112.99984708839212
4.906,46.676,188.237,0.244,1.466,110.00002204090688
4.31,30.665,124.198,0.244,1.431,119.00048783093285
-6.229,44.32,179.505,0.244,1.431,117.00028376461316
5.461,30.972,126.138,0.244,1.396,120.00009339163033
-7.646,43.361,176.594,0.244,1.396,112.00022192835156
-5.955,30.635,125.168,0.244,1.379,117.00028620050466
8.447,43.458,177.564,0.244,1.379,115.00005487389996
7.02,30.408,125.168,0.244,1.344,119.00049467544241
-9.741,42.194,173.683,0.244,1.344,114.0004546745319
8.077,30.145,125.168,0.244,1.309,117.00028889280573
-10.707,39.959,165.921,0.244,1.309,115.00003918694985
-9.407,30.77,129.049,0.244,1.274,117.00026472619625
11.388,37.248,156.218,0.244,1.274,117.00029078168994
-10.397,30.194,128.079,0.244,1.239,112.0002452854457
-12.444,36.141,153.307,0.244,1.239,119.00050320902008
10.839,29.781,127.109,0.244,1.222,122.00032437661794
-12.742,35.009,149.426,0.244,1.222,
-11.963,29.608,128.079,0.244,1.187,
13.866,34.319,148.455,0.244,1.187,
-13.579,30.499,133.901,0.244,1.152,
14.366,32.267,141.663,0.244,1.152,
14.741,30.224,134.871,0.244,1.117,
-15.271,31.311,139.723,0.244,1.117,
15.901,29.905,135.841,0.244,1.082,
15.787,29.691,134.871,0.244,1.082,
-16.537,29.834,136.812,0.244,1.065,
16.42,29.623,135.841,0.244,1.065,
18.067,30.068,140.693,0.244,1.03,
-17.07,28.409,132.931,0.244,1.03,
18.578,28.608,136.812,0.244,0.995,
-17.392,26.782,128.079,0.244,0.995,
-20.537,29.329,143.604,0.244,0.96,
17.761,25.366,124.198,0.244,0.96,
-22.276,29.561,148.455,0.244,0.925,
-18.781,24.924,125.168,0.244,0.925,
23.533,30.121,153.307,0.244,0.908,
-19.065,24.402,124.198,0.244,0.908,
24.881,29.652,155.247,0.244,0.873,
-19.594,23.351,122.257,0.244,0.873,
-26.386,29.305,158.158,0.244,0.838,
20.235,22.473,121.287,0.244,0.838,
28.569,29.584,164.95,0.244,0.803,
-20.839,21.579,120.317,0.244,0.803,
30.802,29.745,171.742,0.244,0.768,
-21.057,20.334,117.406,0.244,0.768,
-32.732,30.523,179.505,0.244,0.75,
21.409,19.964,117.406,0.244,0.75,
-34.325,29.838,182.416,0.244,0.716,
-21.727,18.887,115.465,0.244,0.716,
36.85,29.84,190.178,0.244,0.681,
-21.997,17.813,113.525,0.244,0.681,
-38.641,29.118,194.059,0.244,0.646,
22.026,16.598,110.614,0.244,0.646,
-42.409,29.695,207.643,0.244,0.611,
-22.591,15.819,110.614,0.244,0.611,
43.923,29.627,212.495,0.244,0.593,
-23.867,16.098,115.465,0.244,0.593,
-46.982,29.358,222.198,0.244,0.559,
23.594,14.743,111.584,0.244,0.559,
-50.283,29.031,232.871,0.244,0.524,
24.094,13.911,111.584,0.244,0.524,
51.906,27.599,235.782,0.244,0.489,
-25.419,13.515,115.465,0.244,0.489,
56.969,27.786,254.217,0.244,0.454,
25.44,12.408,113.525,0.244,0.454,
-60.953,28.423,269.742,0.244,0.436,
25.434,11.86,112.554,0.244,0.436,
63.689,27.035,277.505,0.244,0.401,
-26.055,11.06,113.525,0.244,0.401,
69.563,26.703,298.851,0.244,0.367,
-26.425,10.144,113.525,0.244,0.367,
101.104,34.813,428.871,0.244,0.332,
25.619,8.821,108.673,0.244,0.332,
-108.272,33.102,454.098,0.244,0.297,
27.762,8.488,116.435,0.244,0.297,
114.88,32.941,479.326,0.244,0.279,
-27.673,7.935,115.465,0.244,0.279,
-115.021,28.678,475.445,0.244,0.244,
28.873,7.199,119.346,0.244,0.244,
-113.822,24.194,466.712,0.244,0.209,
28.633,6.086,117.406,0.244,0.209,
114.358,20.164,465.742,0.244,0.175,
-29.781,5.251,121.287,0.244,0.175,
116.19,16.329,470.593,0.244,0.14,
29.706,4.175,120.317,0.244,0.14,
-115.737,14.211,467.683,0.244,0.122,
30.255,3.715,122.257,0.244,0.122,
115.44,10.1,464.772,0.244,0.087,
116.93,6.128,469.623,0.244,0.052,
-31.407,1.646,126.138,0.244,0.052,
-115.379,2.014,462.831,0.244,0.017,
32.171,0.562,129.049,0.244,0.017,
-131.479,0.0,458.522,0.279,0.0,
36.66,0.0,127.848,0.279,0.0,
130.357,2.275,454.677,0.279,0.017,
-37.757,0.659,131.693,0.279,0.017,
131.574,6.896,459.483,0.279,0.052,
35.508,1.861,124.003,0.279,0.052,
-131.528,11.507,460.444,0.279,0.087,
34.873,3.051,122.08,0.279,0.087,
-131.32,16.124,461.406,0.279,0.122,
-34.198,4.199,120.158,0.279,0.122,
130.949,20.74,462.367,0.279,0.157,
-33.486,5.304,118.235,0.279,0.157,
-131.653,23.214,466.212,0.279,0.175,
32.845,5.792,116.313,0.279,0.175,
-131.302,27.909,468.134,0.279,0.209,
-32.893,6.992,117.274,0.279,0.209,
129.178,32.208,464.289,0.279,0.244,
-32.361,8.069,116.313,0.279,0.244,
128.505,36.848,466.212,0.279,0.279,
30.735,8.813,111.506,0.279,0.279,
-123.471,40.118,452.754,0.279,0.314,
30.147,9.795,110.545,0.279,0.314,
-115.976,39.934,427.761,0.279,0.332,
-31.274,10.769,115.351,0.279,0.332,
115.541,44.352,431.607,0.279,0.367,
29.593,11.36,110.545,0.279,0.367,
-98.446,41.788,372.97,0.279,0.401,
30.447,12.924,115.351,0.279,0.401,
-71.696,33.432,275.882,0.279,0.436,
-29.228,13.629,112.468,0.279,0.436,
68.624,33.47,266.269,0.279,0.454,
-29.481,14.379,114.39,0.279,0.454,
-65.467,34.81,258.579,0.279,0.489,
28.961,15.399,114.39,0.279,0.489,
-58.961,34.041,237.432,0.279,0.524,
27.929,16.125,112.468,0.279,0.524,
55.633,34.764,228.78,0.279,0.559,
-27.349,17.09,112.468,0.279,0.559,
52.787,35.605,222.051,0.279,0.593,
26.736,18.034,112.468,0.279,0.593,
-49.899,34.94,212.439,0.279,0.611,
26.869,18.814,114.39,0.279,0.611,
-47.989,36.162,209.555,0.279,0.646,
-26.416,19.906,115.351,0.279,0.646,
42.842,34.693,192.252,0.279,0.681,
25.705,20.816,115.351,0.279,0.681,
-41.189,35.805,190.33,0.279,0.716,
25.587,22.243,118.235,0.279,0.716,
-39.31,36.657,187.446,0.279,0.75,
-25.199,23.498,120.158,0.279,0.75,
36.086,34.848,174.95,0.279,0.768,
-24.983,24.126,121.119,0.279,0.768,
-34.848,36.086,174.95,0.279,0.803,
24.317,25.181,122.08,0.279,0.803,
-32.092,35.642,167.26,0.279,0.838,
-23.977,26.629,124.964,0.279,0.838,
29.057,34.629,157.647,0.279,0.873,
-23.033,27.45,124.964,0.279,0.873,
27.491,35.187,155.724,0.279,0.908,
23.079,29.54,130.732,0.279,0.908,
-26.209,34.781,151.879,0.279,0.925,
22.56,29.938,130.732,0.279,0.925,
25.454,36.352,154.763,0.279,0.96,
-22.292,31.836,135.538,0.279,0.96,
23.719,36.525,151.879,0.279,0.995,
21.618,33.288,138.422,0.279,0.995,
-21.153,35.204,143.228,0.279,1.03,
20.727,34.495,140.344,0.279,1.03,
-19.777,35.68,142.267,0.279,1.065,
-20.045,36.162,144.189,0.279,1.065,
19.022,35.776,141.305,0.279,1.082,
-19.54,36.749,145.151,0.279,1.082,
17.037,34.932,135.538,0.279,1.117,
19.091,39.143,151.879,0.279,1.117,
-15.584,35.001,133.615,0.279,1.152,
-17.938,40.289,153.802,0.279,1.152,
13.836,34.246,128.809,0.279,1.187,
-17.347,42.935,161.492,0.279,1.187,
12.444,34.19,126.887,0.279,1.222,
-16.215,44.55,165.337,0.279,1.222,
-11.935,34.662,127.848,0.279,1.239,
15.435,44.827,165.337,0.279,1.239,
10.557,34.531,125.925,0.279,1.274,
-14.748,48.238,175.911,0.279,1.274,
9.346,34.878,125.925,0.279,1.309,
-13.055,48.723,175.911,0.279,1.309,
-8.309,35.989,128.809,0.279,1.344,
11.781,51.029,182.64,0.279,1.344,
-6.837,35.175,124.964,0.279,1.379,
-10.519,54.115,192.252,0.279,1.379,
5.649,35.664,125.925,0.279,1.414,
-9.098,57.443,202.826,0.279,1.414,
-5.064,36.03,126.887,0.279,1.431,
8.018,57.048,200.904,0.279,1.431,
-3.688,35.088,123.041,0.279,1.466,
-6.54,62.227,218.206,0.279,1.466,
2.442,34.921,122.08,0.279,1.501,
-4.307,61.592,215.323,0.279,1.501,
